S1R,11.0295806876999,12.6090228120568,0
S2R,14.6197718573991,12.8016734341535,0
S3R,19.1737727232621,13.2592186561807,0
S4R,16.6437722510288,10.8510859890245,0
S5R,22.185678122792,11.6457697451943,0
S6R,13.4872954683676,9.62293832223158,0
S7R,19.3665347258666,10.1527274784709,0
S8R,22.9085353553074,9.5025316779684,0
A1B,11.0502566873066,14.6372154426874,0
A2B,14.0502566873066,14.6372154426874,0
A3B,17.0502566873066,14.6372154426874,0
A4B,11.0502566873066,11.6372154426874,0
A5B,14.0502566873066,11.6372154426874,0
A6B,17.0502566873066,11.6372154426874,0
A7B,11.0502566873066,8.63721544268736,0
A8B,14.0502566873066,8.63721544268736,0
A9B,17.0502566873066,8.63721544268736,0
